,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,type,subtype,bedroomCount,bathroomCount,province,locality,postCode,habitableSurface,roomCount,hasAttic,hasBasement,hasDressingRoom,diningRoomSurface,hasDiningRoom,buildingCondition,buildingConstructionYear,facedeCount,floorCount,streetFacadeWidth,hasLift,floodZoneType,heatingType,hasHeatPump,hasPhotovoltaicPanels,hasThermicPanels,kitchenSurface,kitchenType,landSurface,hasLivingRoom,livingRoomSurface,hasGarden,gardenSurface,gardenOrientation,parkingCountIndoor,parkingCountOutdoor,hasAirConditioning,hasArmoredDoor,hasVisiophone,hasOffice,toiletCount,hasSwimmingPool,hasFireplace,hasTerrace,terraceSurface,terraceOrientation,epcScore,price,longitude,latitude,error_sum
10548,10548,10548,10548,10548,10548,10548,10548,10548,10548,10548,10548,10548,10548,10548,14331,20653173,2,20,4.0,1.0,12,1573,1670,334.0,-1.0,-1,1,-1,21.0,1,4,1910.0,4.0,2.0,18.3,-1,0,2,-1,-1,1,13.0,3,1131.0,1,32.0,1,700.0,0,1.0,-1.0,-1,-1,-1,1,2.0,-1,-1,1,-1.0,4,1,745000.0,-1.0,-1.0,136699.75
10549,10549,10549,10549,10549,10549,10549,10549,10549,10549,10549,10549,10549,10549,10549,14332,20655857,2,12,3.0,1.0,12,886,1731,255.0,-1.0,-1,-1,-1,-1.0,-1,3,-1.0,4.0,1.0,-1.0,-1,0,0,-1,-1,-1,11.0,0,-1.0,1,48.0,-1,-1.0,0,1.0,-1.0,-1,-1,-1,-1,-1.0,-1,-1,1,-1.0,0,4,749000.0,4.2565955,50.8872649,241369.9375
10551,10551,10551,10551,10551,10551,10551,10551,10551,10551,10551,10551,10551,10551,10551,14334,20631803,2,2,3.0,1.0,14,156,8870,159.0,4.0,1,1,-1,-1.0,-1,6,-1.0,-1.0,4.0,-1.0,-1,0,1,-1,-1,-1,-1.0,0,129.0,1,-1.0,-1,-1.0,0,-1.0,1.0,-1,-1,-1,-1,2.0,-1,1,1,-1.0,0,3,150000.0,3.199343,50.923271,-167233.109375
10554,10554,10554,10554,10554,10554,10554,10554,10554,10554,10554,10554,10554,10554,10554,14337,20634852,2,12,3.0,2.0,11,443,2382,240.0,-1.0,-1,-1,-1,25.0,1,3,2023.0,4.0,1.0,-1.0,-1,1,0,1,-1,1,16.0,3,795.0,1,40.0,1,795.0,0,1.0,4.0,-1,-1,-1,-1,2.0,-1,1,1,30.0,0,7,845000.0,5.028541400000001,51.436648,237132.1875
10556,10556,10556,10556,10556,10556,10556,10556,10556,10556,10556,10556,10556,10556,10556,14339,20604906,2,2,4.0,1.0,13,285,9150,160.0,12.0,1,-1,-1,-1.0,1,1,1948.0,-1.0,-1.0,-1.0,-1,1,0,-1,1,-1,-1.0,0,150.0,1,-1.0,-1,-1.0,0,1.0,-1.0,-1,-1,-1,-1,-1.0,-1,-1,1,25.0,0,2,235000.0,4.2933083,51.1282723,-228631.875
10565,10565,10565,10565,10565,10565,10565,10565,10565,10565,10565,10565,10565,10565,10565,14350,20591814,2,2,4.0,2.0,11,114,2800,323.0,-1.0,-1,-1,-1,-1.0,-1,1,2006.0,2.0,-1.0,9.0,-1,1,1,-1,-1,-1,-1.0,3,748.0,1,53.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,-1,2.0,-1,-1,1,20.0,0,4,549000.0,4.4528796,51.0707055,-110179.5
10566,10566,10566,10566,10566,10566,10566,10566,10566,10566,10566,10566,10566,10566,10566,14351,20389142,2,2,6.0,2.0,5,25,1200,252.0,-1.0,-1,1,-1,46.0,1,2,1930.0,2.0,3.0,-1.0,-1,1,2,-1,-1,-1,10.0,1,220.0,1,12.0,1,80.0,0,-1.0,-1.0,-1,-1,-1,1,3.0,-1,-1,1,4.0,0,6,850000.0,4.4070189,50.84480180000001,170695.6875
10567,10567,10567,10567,10567,10567,10567,10567,10567,10567,10567,10567,10567,10567,10567,14352,20646669,2,2,3.0,-1.0,25,1577,6030,291.0,-1.0,-1,-1,-1,-1.0,-1,6,-1.0,-1.0,-1.0,-1.0,-1,0,1,-1,-1,-1,8.0,0,-1.0,1,38.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,0,6,120000.0,4.411925699999999,50.4255601,-167660.71875
10569,10569,10569,10569,10569,10569,10569,10569,10569,10569,10569,10569,10569,10569,10569,14354,20646077,2,2,5.0,1.0,25,1145,6060,291.0,-1.0,-1,1,-1,44.0,1,2,-1.0,-1.0,-1.0,-1.0,-1,0,0,-1,-1,-1,16.0,0,-1.0,1,44.0,-1,-1.0,0,-1.0,3.0,-1,-1,-1,-1,2.0,-1,-1,-1,-1.0,0,3,190000.0,4.495585699999999,50.4317269,-161413.109375
10574,10574,10574,10574,10574,10574,10574,10574,10574,10574,10574,10574,10574,10574,10574,14360,20552740,2,2,2.0,1.0,25,1579,7910,107.0,-1.0,-1,1,-1,-1.0,-1,5,-1.0,3.0,1.0,-1.0,-1,1,6,-1,-1,-1,8.0,2,140.0,1,36.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,-1,2.0,-1,-1,1,-1.0,0,2,100000.0,3.5474447,50.7271039,-106231.15625
10575,10575,10575,10575,10575,10575,10575,10575,10575,10575,10575,10575,10575,10575,10575,14361,20562305,2,2,3.0,1.0,13,113,9700,125.0,4.0,1,1,-1,-1.0,-1,6,-1.0,-1.0,3.0,-1.0,-1,0,0,-1,-1,-1,7.0,0,272.0,1,37.0,-1,-1.0,0,1.0,-1.0,-1,-1,-1,-1,1.0,-1,-1,1,-1.0,2,3,149000.0,3.6066474,50.83236549999999,-115463.546875
10577,10577,10577,10577,10577,10577,10577,10577,10577,10577,10577,10577,10577,10577,10577,14363,20441523,2,2,5.0,1.0,14,1508,8700,182.0,-1.0,-1,1,-1,-1.0,-1,5,-1.0,2.0,-1.0,-1.0,-1,1,1,-1,-1,-1,-1.0,4,80.0,-1,-1.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,1,2.0,-1,-1,1,-1.0,0,2,159000.0,3.3278422,51.0009697,-143825.453125
10578,10578,10578,10578,10578,10578,10578,10578,10578,10578,10578,10578,10578,10578,10578,14364,20588005,2,2,4.0,3.0,21,757,6880,176.0,-1.0,-1,1,-1,15.0,1,5,1910.0,3.0,-1.0,9.0,-1,1,0,-1,-1,-1,14.0,1,725.0,1,16.0,1,180.0,0,-1.0,1.0,-1,-1,-1,-1,3.0,-1,-1,1,49.0,3,3,169000.0,5.185894999999999,49.8149129,-205095.328125
10579,10579,10579,10579,10579,10579,10579,10579,10579,10579,10579,10579,10579,10579,10579,14366,11488625,1,6,1.0,-1.0,5,1580,1130,56.0,-1.0,-1,-1,-1,-1.0,-1,3,2012.0,2.0,-1.0,-1.0,1,1,0,1,-1,-1,9.0,3,-1.0,1,17.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,-1,1.0,-1,-1,1,-1.0,6,7,192715.0,4.4336068,50.8947375,-118429.453125
10581,10581,10581,10581,10581,10581,10581,10581,10581,10581,10581,10581,10581,10581,10581,14368,20622644,2,2,4.0,3.0,5,1581,1130,220.0,-1.0,-1,1,-1,18.0,1,1,-1.0,2.0,-1.0,-1.0,-1,0,1,-1,-1,-1,13.0,3,230.0,-1,-1.0,1,100.0,5,1.0,-1.0,-1,-1,-1,-1,3.0,-1,-1,1,30.0,0,5,540000.0,-1.0,-1.0,-114106.90625
10582,10582,10582,10582,10582,10582,10582,10582,10582,10582,10582,10582,10582,10582,10582,14370,20661155,2,13,4.0,1.0,5,2,1130,234.0,3.0,-1,-1,1,24.0,1,3,2003.0,2.0,3.0,7.0,-1,1,1,-1,1,-1,15.0,6,175.0,1,30.0,1,175.0,5,-1.0,-1.0,-1,-1,-1,-1,3.0,-1,1,1,113.0,4,5,775000.0,4.4208574,50.8956101,163948.6875
10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,10584,14372,20515165,2,2,6.0,1.0,5,2,1130,305.0,-1.0,-1,1,-1,23.0,1,5,1920.0,2.0,2.0,10.0,1,1,1,-1,-1,-1,20.0,2,322.0,1,35.0,1,170.0,0,1.0,1.0,-1,1,-1,-1,1.0,-1,-1,1,73.0,0,6,405000.0,4.4079901,50.8850225,-269247.4375
10590,10590,10590,10590,10590,10590,10590,10590,10590,10590,10590,10590,10590,10590,10590,14378,20484315,1,1,2.0,1.0,5,2,1130,87.0,-1.0,-1,1,-1,-1.0,-1,5,1975.0,2.0,3.0,-1.0,1,0,1,-1,-1,-1,8.0,2,-1.0,1,31.0,-1,-1.0,0,1.0,-1.0,-1,-1,1,-1,2.0,-1,-1,1,10.0,0,2,225000.0,4.4195205,50.89316909999999,-100666.34375
10591,10591,10591,10591,10591,10591,10591,10591,10591,10591,10591,10591,10591,10591,10591,14380,20359950,2,2,4.0,2.0,5,2,1130,175.0,-1.0,-1,1,-1,-1.0,-1,3,-1.0,2.0,2.0,6.0,-1,0,1,-1,-1,-1,-1.0,3,90.0,1,41.0,1,75.0,0,-1.0,-1.0,-1,-1,1,1,2.0,-1,-1,1,40.0,5,5,449000.0,4.4293677,50.8868144,-142961.25
10593,10593,10593,10593,10593,10593,10593,10593,10593,10593,10593,10593,10593,10593,10593,14383,20616414,1,4,4.0,1.0,5,2,1130,168.0,6.0,-1,1,-1,12.0,1,1,2020.0,2.0,3.0,750.0,-1,1,1,-1,-1,-1,21.0,1,-1.0,1,35.0,1,2000.0,3,2.0,2.0,-1,-1,-1,-1,2.0,-1,-1,1,5.0,8,5,629000.0,-1.0,-1.0,129195.3125
10594,10594,10594,10594,10594,10594,10594,10594,10594,10594,10594,10594,10594,10594,10594,14384,20653623,2,2,4.0,1.0,5,1583,1130,450.0,-1.0,-1,-1,-1,14.0,1,0,1981.0,2.0,-1.0,-1.0,-1,1,1,-1,-1,-1,15.0,0,1380.0,-1,-1.0,-1,-1.0,0,2.0,-1.0,-1,-1,-1,1,-1.0,-1,-1,1,51.0,0,2,830000.0,4.4147512,50.8933378,232504.6875
10596,10596,10596,10596,10596,10596,10596,10596,10596,10596,10596,10596,10596,10596,10596,14386,20644515,1,1,3.0,1.0,5,1584,1130,91.0,7.0,-1,-1,-1,-1.0,-1,0,2014.0,-1.0,3.0,-1.0,1,0,0,-1,-1,-1,-1.0,0,-1.0,1,29.0,-1,-1.0,0,-1.0,-1.0,-1,-1,1,-1,-1.0,-1,-1,1,3.0,0,4,258000.0,4.4077378,50.8838371,-157550.984375
10597,10597,10597,10597,10597,10597,10597,10597,10597,10597,10597,10597,10597,10597,10597,14387,20568019,2,2,3.0,1.0,5,2,1130,217.0,6.0,-1,1,1,-1.0,-1,3,2022.0,2.0,1.0,10.0,-1,0,1,-1,-1,-1,50.0,6,240.0,1,30.0,1,60.0,8,2.0,2.0,-1,1,-1,-1,2.0,-1,-1,1,20.0,1,4,720000.0,4.4203494,50.892262,132915.1875
10607,10607,10607,10607,10607,10607,10607,10607,10607,10607,10607,10607,10607,10607,10607,14400,20635829,2,2,4.0,2.0,23,1587,1315,158.0,-1.0,1,-1,-1,-1.0,-1,0,2022.0,3.0,2.0,-1.0,-1,0,0,1,-1,-1,11.0,2,409.0,1,60.0,-1,-1.0,0,-1.0,3.0,-1,-1,-1,-1,3.0,-1,-1,1,-1.0,0,4,465000.0,-1.0,-1.0,-116491.5625
10608,10608,10608,10608,10608,10608,10608,10608,10608,10608,10608,10608,10608,10608,10608,14401,20220302,2,12,4.0,3.0,23,1586,1315,220.0,-1.0,1,-1,-1,-1.0,-1,0,-1.0,4.0,-1.0,-1.0,-1,1,2,-1,-1,-1,-1.0,0,1140.0,1,45.0,-1,-1.0,0,1.0,2.0,-1,-1,-1,-1,4.0,-1,1,1,36.0,0,2,449000.0,-1.0,-1.0,-250758.53125
10616,10616,10616,10616,10616,10616,10616,10616,10616,10616,10616,10616,10616,10616,10616,14410,20638077,2,2,5.0,1.0,23,543,1315,248.0,-1.0,-1,1,-1,16.0,1,1,-1.0,3.0,-1.0,-1.0,-1,0,2,-1,-1,-1,13.0,0,1066.0,-1,-1.0,-1,-1.0,0,1.0,-1.0,-1,-1,-1,1,3.0,-1,1,1,-1.0,0,5,425000.0,-1.0,-1.0,-105564.84375
10619,10619,10619,10619,10619,10619,10619,10619,10619,10619,10619,10619,10619,10619,10619,14413,20623737,2,2,4.0,1.0,23,1585,1315,255.0,-1.0,1,1,-1,26.0,1,5,-1.0,4.0,1.0,-1.0,-1,0,2,-1,-1,-1,12.0,4,1850.0,-1,-1.0,-1,-1.0,0,3.0,4.0,-1,-1,-1,-1,2.0,-1,1,1,-1.0,0,6,355000.0,-1.0,-1.0,-216775.375
10622,10622,10622,10622,10622,10622,10622,10622,10622,10622,10622,10622,10622,10622,10622,14418,20441999,2,12,4.0,2.0,23,1591,1315,212.0,-1.0,-1,-1,-1,-1.0,-1,0,-1.0,4.0,-1.0,-1.0,-1,0,0,-1,1,-1,19.0,2,1465.0,1,42.0,-1,-1.0,0,1.0,2.0,-1,-1,-1,1,1.0,-1,-1,-1,-1.0,0,5,495000.0,-1.0,-1.0,-115661.5
10623,10623,10623,10623,10623,10623,10623,10623,10623,10623,10623,10623,10623,10623,10623,14419,20500268,2,2,4.0,2.0,23,1586,1315,250.0,-1.0,-1,1,-1,15.0,1,1,1900.0,4.0,1.0,-1.0,-1,1,2,-1,1,-1,22.0,2,1071.0,1,16.0,-1,-1.0,0,2.0,-1.0,-1,-1,-1,1,2.0,1,-1,1,60.0,0,1,475000.0,4.7747386,50.73246229999999,-133468.59375
10624,10624,10624,10624,10624,10624,10624,10624,10624,10624,10624,10624,10624,10624,10624,14420,20504793,2,2,4.0,1.0,23,1586,1315,290.0,12.0,1,1,1,23.0,1,3,1890.0,4.0,1.0,-1.0,-1,1,2,-1,1,-1,22.0,2,4638.0,1,31.0,1,1.0,0,1.0,12.0,-1,-1,-1,1,4.0,-1,1,1,1.0,0,1,730000.0,4.774308,50.73257659999999,125271.125
10625,10625,10625,10625,10625,10625,10625,10625,10625,10625,10625,10625,10625,10625,10625,14421,20626023,2,2,2.0,-1.0,23,1586,1315,150.0,-1.0,-1,-1,-1,-1.0,-1,5,-1.0,4.0,1.0,-1.0,-1,0,2,-1,-1,-1,18.0,0,680.0,1,43.0,1,680.0,2,1.0,2.0,-1,-1,-1,-1,1.0,-1,-1,-1,-1.0,0,3,230000.0,4.7914691,50.69472829999999,-107611.890625
10627,10627,10627,10627,10627,10627,10627,10627,10627,10627,10627,10627,10627,10627,10627,14423,20479397,2,12,4.0,1.0,23,543,1315,150.0,-1.0,-1,-1,-1,18.0,1,2,-1.0,4.0,-1.0,-1.0,-1,0,2,-1,-1,-1,13.0,2,1832.0,-1,-1.0,1,1832.0,0,1.0,4.0,-1,-1,-1,-1,2.0,-1,-1,1,50.0,0,1,400000.0,-1.0,-1.0,-189283.96875
10628,10628,10628,10628,10628,10628,10628,10628,10628,10628,10628,10628,10628,10628,10628,14424,20490244,2,2,1.0,1.0,23,543,1315,120.0,-1.0,-1,-1,-1,-1.0,-1,3,-1.0,2.0,-1.0,-1.0,-1,0,3,-1,-1,-1,9.0,6,68.0,1,32.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,-1,2.0,-1,-1,-1,-1.0,0,5,200000.0,-1.0,-1.0,-109693.078125
10629,10629,10629,10629,10629,10629,10629,10629,10629,10629,10629,10629,10629,10629,10629,14425,20659552,2,2,4.0,2.0,23,1593,1320,500.0,-1.0,1,1,-1,-1.0,1,1,1918.0,3.0,1.0,-1.0,-1,0,2,-1,1,-1,-1.0,0,1900.0,1,-1.0,1,1900.0,1,-1.0,-1.0,-1,-1,-1,-1,-1.0,-1,-1,1,1.0,0,5,800000.0,-1.0,-1.0,202160.125
10634,10634,10634,10634,10634,10634,10634,10634,10634,10634,10634,10634,10634,10634,10634,14431,20628224,2,20,4.0,2.0,23,1593,1320,500.0,-1.0,1,1,-1,-1.0,1,1,1918.0,2.0,1.0,-1.0,-1,0,2,-1,1,-1,-1.0,0,1900.0,1,-1.0,1,1900.0,1,-1.0,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,0,5,800000.0,-1.0,-1.0,158251.5625
10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,10636,14433,20394025,2,2,4.0,2.0,23,1596,1320,155.0,-1.0,1,-1,-1,-1.0,-1,0,1997.0,4.0,-1.0,-1.0,-1,0,1,-1,-1,-1,14.0,2,1396.0,1,30.0,-1,-1.0,0,1.0,3.0,-1,-1,-1,1,2.0,-1,-1,-1,-1.0,0,4,449000.0,-1.0,-1.0,-103091.34375
10638,10638,10638,10638,10638,10638,10638,10638,10638,10638,10638,10638,10638,10638,10638,14435,20437101,1,1,3.0,2.0,23,1598,1320,205.0,-1.0,1,-1,-1,18.0,1,0,-1.0,-1.0,1.0,-1.0,-1,0,0,-1,-1,-1,8.0,2,-1.0,1,50.0,-1,-1.0,0,-1.0,2.0,-1,-1,-1,-1,2.0,-1,-1,-1,-1.0,0,2,189000.0,-1.0,-1.0,-551009.171875
10639,10639,10639,10639,10639,10639,10639,10639,10639,10639,10639,10639,10639,10639,10639,14436,20651642,2,2,4.0,3.0,23,1598,1320,195.0,-1.0,1,1,-1,-1.0,-1,2,1990.0,4.0,-1.0,-1.0,-1,1,2,-1,-1,-1,13.0,1,2298.0,1,35.0,1,2100.0,6,-1.0,5.0,-1,-1,-1,-1,-1.0,-1,-1,1,40.0,0,5,449000.0,4.7465201,50.7906831,-173621.59375
10640,10640,10640,10640,10640,10640,10640,10640,10640,10640,10640,10640,10640,10640,10640,14437,20658640,2,2,3.0,1.0,23,1595,1320,152.0,-1.0,1,-1,-1,16.0,1,2,1977.0,4.0,-1.0,-1.0,-1,0,2,-1,-1,-1,11.0,1,1341.0,1,40.0,-1,-1.0,0,2.0,9.0,-1,-1,-1,-1,2.0,-1,-1,1,21.0,0,1,525000.0,4.7235895,50.77557669999999,103936.9375
10641,10641,10641,10641,10641,10641,10641,10641,10641,10641,10641,10641,10641,10641,10641,14439,20594987,2,2,3.0,1.0,23,1599,1320,196.0,10.0,-1,-1,1,29.0,1,1,1988.0,4.0,2.0,12.0,-1,1,3,1,1,1,16.0,2,1340.0,1,29.0,1,800.0,6,-1.0,4.0,1,-1,-1,-1,2.0,-1,1,1,68.0,5,1,649000.0,4.741015,50.7710488,171706.75
10644,10644,10644,10644,10644,10644,10644,10644,10644,10644,10644,10644,10644,10644,10644,14442,20327223,2,2,4.0,1.0,23,1598,1320,180.0,-1.0,1,1,-1,12.0,1,5,-1.0,3.0,-1.0,-1.0,-1,0,1,-1,-1,-1,8.0,2,510.0,1,30.0,-1,-1.0,0,2.0,3.0,-1,-1,-1,1,2.0,-1,-1,-1,-1.0,0,3,249000.0,4.7451615,50.7775292,-164968.96875
10647,10647,10647,10647,10647,10647,10647,10647,10647,10647,10647,10647,10647,10647,10647,14445,20543191,2,2,2.0,-1.0,23,1596,1320,100.0,-1.0,-1,-1,-1,8.0,1,5,-1.0,3.0,-1.0,-1.0,-1,1,2,-1,-1,-1,5.0,0,550.0,1,30.0,-1,-1.0,0,-1.0,1.0,-1,-1,-1,-1,1.0,-1,-1,-1,-1.0,0,6,135000.0,4.779275300000001,50.7787788,-148700.046875
10648,10648,10648,10648,10648,10648,10648,10648,10648,10648,10648,10648,10648,10648,10648,14447,20556640,2,2,4.0,1.0,23,1600,1320,148.0,-1.0,1,1,-1,12.0,1,5,-1.0,4.0,-1.0,-1.0,-1,0,0,-1,-1,-1,15.0,0,750.0,-1,-1.0,-1,-1.0,0,1.0,6.0,-1,-1,-1,-1,1.0,-1,-1,-1,-1.0,0,6,245000.0,-1.0,-1.0,-131414.90625
10649,10649,10649,10649,10649,10649,10649,10649,10649,10649,10649,10649,10649,10649,10649,14448,20590770,2,12,3.0,1.0,23,1596,1320,230.0,-1.0,-1,-1,-1,25.0,1,3,-1.0,4.0,-1.0,-1.0,-1,0,0,-1,-1,-1,31.0,0,2900.0,1,70.0,-1,-1.0,0,1.0,6.0,-1,-1,-1,-1,2.0,-1,-1,-1,-1.0,0,1,450000.0,-1.0,-1.0,-161474.75
10651,10651,10651,10651,10651,10651,10651,10651,10651,10651,10651,10651,10651,10651,10651,14450,20323450,2,2,2.0,1.0,23,1601,1320,165.0,-1.0,-1,1,-1,-1.0,-1,5,-1.0,4.0,-1.0,-1.0,-1,0,0,-1,-1,-1,17.0,0,290.0,1,24.0,-1,-1.0,0,1.0,-1.0,-1,-1,-1,1,1.0,-1,-1,-1,-1.0,0,6,160000.0,-1.0,-1.0,-203467.046875
10658,10658,10658,10658,10658,10658,10658,10658,10658,10658,10658,10658,10658,10658,10658,14457,20589797,2,20,4.0,1.0,23,1593,1320,219.0,-1.0,-1,1,-1,-1.0,-1,3,-1.0,4.0,-1.0,-1.0,-1,3,2,-1,-1,-1,-1.0,3,10791.0,-1,-1.0,-1,-1.0,0,2.0,10.0,-1,-1,-1,-1,2.0,-1,-1,1,-1.0,5,4,750000.0,4.8238812,50.7706995,218135.0
10663,10663,10663,10663,10663,10663,10663,10663,10663,10663,10663,10663,10663,10663,10663,14463,20644772,2,12,5.0,2.0,23,1603,1301,445.0,-1.0,1,1,-1,-1.0,1,3,-1.0,4.0,-1.0,-1.0,-1,1,2,-1,-1,-1,-1.0,6,1550.0,1,-1.0,1,1000.0,8,2.0,4.0,-1,-1,-1,1,6.0,1,1,1,100.0,5,0,879000.0,4.562522,50.73278579999999,191000.1875
10665,10665,10665,10665,10665,10665,10665,10665,10665,10665,10665,10665,10665,10665,10665,14465,20387405,2,12,6.0,4.0,23,276,1301,378.0,-1.0,1,1,1,48.0,1,3,2015.0,4.0,2.0,-1.0,-1,1,1,-1,-1,-1,20.0,6,1721.0,1,60.0,1,1721.0,3,4.0,3.0,-1,-1,1,1,4.0,-1,-1,1,60.0,0,4,995000.0,4.5717471,50.7063827,265652.6875
10670,10670,10670,10670,10670,10670,10670,10670,10670,10670,10670,10670,10670,10670,10670,14475,20557812,2,12,4.0,3.0,23,493,1301,223.0,-1.0,-1,-1,1,-1.0,1,3,1984.0,4.0,1.0,-1.0,-1,0,0,-1,-1,-1,-1.0,3,2580.0,1,-1.0,1,2200.0,0,2.0,2.0,-1,-1,-1,1,-1.0,-1,-1,1,1.0,0,5,895000.0,-1.0,-1.0,173420.25
10671,10671,10671,10671,10671,10671,10671,10671,10671,10671,10671,10671,10671,10671,10671,14476,20365044,1,1,2.0,1.0,23,1604,1301,106.0,-1.0,-1,-1,-1,-1.0,-1,0,-1.0,-1.0,3.0,-1.0,-1,0,0,-1,-1,-1,-1.0,0,-1.0,-1,-1.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,-1,-1.0,-1,-1,1,17.0,0,4,445000.0,4.5076005,50.7210462,118986.59375
10672,10672,10672,10672,10672,10672,10672,10672,10672,10672,10672,10672,10672,10672,10672,14478,20535589,2,2,6.0,2.0,23,276,1301,400.0,-1.0,1,1,-1,-1.0,-1,0,-1.0,4.0,-1.0,-1.0,-1,1,2,-1,-1,-1,12.0,0,1625.0,1,77.0,-1,-1.0,0,2.0,-1.0,-1,-1,-1,-1,3.0,-1,-1,-1,-1.0,0,5,950000.0,-1.0,-1.0,350733.5
10677,10677,10677,10677,10677,10677,10677,10677,10677,10677,10677,10677,10677,10677,10677,14484,20269335,2,12,5.0,-1.0,23,276,1301,200.0,-1.0,-1,-1,-1,-1.0,-1,1,1990.0,4.0,-1.0,-1.0,-1,0,2,-1,-1,-1,14.0,0,767.0,1,30.0,-1,-1.0,0,-1.0,8.0,-1,-1,-1,-1,2.0,-1,-1,-1,-1.0,0,0,395000.0,-1.0,-1.0,-214158.8125
10680,10680,10680,10680,10680,10680,10680,10680,10680,10680,10680,10680,10680,10680,10680,14488,20317186,2,2,3.0,2.0,23,1603,1301,220.0,-1.0,1,-1,-1,15.0,1,1,1990.0,4.0,-1.0,20.0,-1,0,3,-1,-1,-1,12.0,2,1344.0,1,36.0,1,1344.0,5,1.0,1.0,-1,-1,-1,-1,2.0,-1,-1,1,40.0,0,2,440000.0,4.5791411,50.723244,-142117.28125
10681,10681,10681,10681,10681,10681,10681,10681,10681,10681,10681,10681,10681,10681,10681,14489,20350649,2,2,3.0,1.0,23,276,1301,246.0,-1.0,1,1,-1,-1.0,-1,5,-1.0,2.0,2.0,-1.0,-1,1,1,-1,-1,-1,-1.0,1,-1.0,1,30.0,-1,-1.0,0,3.0,-1.0,-1,-1,-1,-1,1.0,-1,-1,1,-1.0,0,0,240000.0,4.5806495,50.7141404,-179439.03125
10691,10691,10691,10691,10691,10691,10691,10691,10691,10691,10691,10691,10691,10691,10691,14501,20612609,2,12,3.0,1.0,23,1082,1310,140.0,-1.0,-1,1,-1,12.0,1,3,1960.0,4.0,1.0,-1.0,-1,1,2,-1,-1,-1,25.0,3,727.0,-1,-1.0,1,600.0,0,1.0,-1.0,-1,-1,-1,-1,2.0,-1,-1,1,8.0,0,5,615000.0,-1.0,-1.0,172349.34375
10693,10693,10693,10693,10693,10693,10693,10693,10693,10693,10693,10693,10693,10693,10693,14504,20532451,2,2,2.0,1.0,23,1606,1310,130.0,-1.0,-1,1,-1,-1.0,-1,6,-1.0,3.0,-1.0,7.0,-1,4,1,-1,-1,-1,8.0,1,482.0,1,21.0,1,259.0,5,1.0,-1.0,-1,-1,-1,-1,2.0,-1,-1,-1,-1.0,0,5,410000.0,-1.0,-1.0,121600.59375
10694,10694,10694,10694,10694,10694,10694,10694,10694,10694,10694,10694,10694,10694,10694,14505,20193604,2,12,4.0,2.0,23,1082,1310,180.0,-1.0,-1,-1,-1,-1.0,1,5,1971.0,4.0,1.0,-1.0,-1,1,1,-1,-1,-1,10.0,4,527.0,-1,-1.0,1,527.0,0,-1.0,-1.0,-1,-1,-1,-1,2.0,-1,-1,1,25.0,0,5,575000.0,-1.0,-1.0,105365.78125
10695,10695,10695,10695,10695,10695,10695,10695,10695,10695,10695,10695,10695,10695,10695,14506,20487510,2,2,3.0,3.0,23,1082,1310,200.0,-1.0,-1,1,-1,14.0,1,3,1920.0,3.0,2.0,-1.0,-1,0,1,-1,-1,-1,22.0,3,320.0,1,30.0,1,320.0,0,-1.0,-1.0,-1,-1,-1,1,-1.0,-1,-1,1,20.0,0,1,645000.0,-1.0,-1.0,141408.8125
10700,10700,10700,10700,10700,10700,10700,10700,10700,10700,10700,10700,10700,10700,10700,14514,20392784,2,2,2.0,1.0,23,1082,1310,110.0,-1.0,-1,1,-1,23.0,1,3,1938.0,3.0,2.0,-1.0,-1,0,2,-1,1,-1,-1.0,0,769.0,-1,-1.0,-1,-1.0,0,-1.0,3.0,-1,-1,-1,1,2.0,-1,-1,1,30.0,1,1,525000.0,-1.0,-1.0,152274.1875
10701,10701,10701,10701,10701,10701,10701,10701,10701,10701,10701,10701,10701,10701,10701,14515,11257585,2,12,5.0,3.0,23,1082,1310,310.0,-1.0,-1,1,-1,-1.0,-1,3,1900.0,4.0,3.0,-1.0,-1,0,1,-1,-1,-1,29.0,3,1387.0,1,67.0,1,1387.0,0,1.0,4.0,-1,-1,-1,1,2.0,-1,1,1,100.0,0,1,899000.0,-1.0,-1.0,232092.625
