,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,type,subtype,bedroomCount,bathroomCount,province,locality,postCode,habitableSurface,roomCount,hasAttic,hasBasement,hasDressingRoom,diningRoomSurface,hasDiningRoom,buildingCondition,buildingConstructionYear,facedeCount,floorCount,streetFacadeWidth,hasLift,floodZoneType,heatingType,hasHeatPump,hasPhotovoltaicPanels,hasThermicPanels,kitchenSurface,kitchenType,landSurface,hasLivingRoom,livingRoomSurface,hasGarden,gardenSurface,gardenOrientation,parkingCountIndoor,parkingCountOutdoor,hasAirConditioning,hasArmoredDoor,hasVisiophone,hasOffice,toiletCount,hasSwimmingPool,hasFireplace,hasTerrace,terraceSurface,terraceOrientation,epcScore,price,longitude,latitude,error_sum
10709,10709,10709,10709,10709,10709,10709,10709,10709,10709,10709,10709,10709,10709,10709,14530,20591895,2,2,4.0,1.0,23,1082,1310,257.0,-1.0,1,1,-1,-1.0,-1,2,1965.0,4.0,-1.0,-1.0,-1,1,2,-1,-1,-1,14.0,2,768.0,1,33.0,1,768.0,6,1.0,1.0,-1,-1,-1,1,2.0,-1,1,1,25.0,5,5,625000.0,-1.0,-1.0,129461.34375
10710,10710,10710,10710,10710,10710,10710,10710,10710,10710,10710,10710,10710,10710,10710,14531,20624452,2,12,4.0,1.0,23,1082,1310,182.0,-1.0,-1,1,-1,-1.0,-1,1,1966.0,4.0,2.0,-1.0,-1,0,1,-1,-1,-1,8.0,3,496.0,1,43.0,-1,-1.0,0,-1.0,2.0,-1,-1,-1,1,2.0,-1,-1,1,-1.0,0,5,605000.0,-1.0,-1.0,112837.875
10711,10711,10711,10711,10711,10711,10711,10711,10711,10711,10711,10711,10711,10711,10711,14533,20213832,2,2,3.0,3.0,23,1082,1310,210.0,-1.0,-1,-1,-1,-1.0,-1,3,2024.0,3.0,-1.0,-1.0,-1,0,0,-1,-1,-1,6.0,0,150.0,1,51.0,-1,-1.0,0,1.0,-1.0,-1,-1,-1,-1,2.0,-1,-1,-1,-1.0,0,4,375000.0,-1.0,-1.0,-252726.53125
10712,10712,10712,10712,10712,10712,10712,10712,10712,10712,10712,10712,10712,10712,10712,14536,20256961,2,2,4.0,1.0,23,1606,1310,220.0,-1.0,-1,1,-1,-1.0,-1,0,2017.0,2.0,1.0,-1.0,-1,1,0,-1,-1,-1,15.0,2,325.0,1,49.0,1,105.0,0,1.0,1.0,-1,-1,-1,1,3.0,-1,-1,1,48.0,0,4,850000.0,-1.0,-1.0,393502.6875
10714,10714,10714,10714,10714,10714,10714,10714,10714,10714,10714,10714,10714,10714,10714,14538,20600688,2,2,6.0,3.0,23,1606,1310,292.0,-1.0,-1,1,-1,-1.0,-1,0,2018.0,3.0,2.0,11.0,1,0,1,-1,-1,-1,11.0,6,452.0,1,56.0,1,300.0,1,2.0,2.0,-1,-1,-1,1,6.0,-1,1,1,31.0,0,7,980000.0,-1.0,-1.0,427521.875
10716,10716,10716,10716,10716,10716,10716,10716,10716,10716,10716,10716,10716,10716,10716,14545,20230778,1,5,2.0,1.0,23,1082,1310,124.0,-1.0,-1,1,-1,-1.0,-1,0,2021.0,2.0,3.0,-1.0,1,1,1,-1,-1,-1,-1.0,3,-1.0,1,61.0,-1,-1.0,0,-1.0,-1.0,-1,-1,1,-1,1.0,-1,-1,1,12.0,3,0,530000.0,-1.0,-1.0,130712.59375
10720,10720,10720,10720,10720,10720,10720,10720,10720,10720,10720,10720,10720,10720,10720,14550,20215174,2,2,4.0,2.0,23,1608,1331,165.0,-1.0,-1,1,-1,-1.0,-1,4,-1.0,3.0,2.0,-1.0,-1,0,2,-1,1,-1,18.0,2,297.0,1,30.0,1,297.0,0,-1.0,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1.0,0,4,595000.0,-1.0,-1.0,146288.28125
10722,10722,10722,10722,10722,10722,10722,10722,10722,10722,10722,10722,10722,10722,10722,14552,20586372,2,8,6.0,2.0,23,1609,1331,322.0,-1.0,1,1,-1,-1.0,-1,1,-1.0,4.0,-1.0,-1.0,-1,1,2,-1,-1,-1,-1.0,1,1300.0,-1,-1.0,-1,-1.0,0,3.0,10.0,-1,-1,-1,-1,3.0,-1,-1,1,-1.0,0,2,299000.0,4.5524227,50.7349639,-1288177.0625
10727,10727,10727,10727,10727,10727,10727,10727,10727,10727,10727,10727,10727,10727,10727,14559,20426261,2,2,4.0,4.0,5,976,1170,210.0,-1.0,-1,-1,-1,-1.0,-1,1,2004.0,3.0,-1.0,-1.0,-1,0,1,-1,-1,-1,13.0,2,322.0,1,53.0,1,162.0,1,6.0,2.0,-1,-1,-1,-1,4.0,-1,-1,-1,-1.0,0,2,949000.0,4.4210322,50.8008821,333138.375
10728,10728,10728,10728,10728,10728,10728,10728,10728,10728,10728,10728,10728,10728,10728,14560,20655533,2,2,3.0,1.0,5,976,1170,190.0,-1.0,-1,-1,-1,-1.0,-1,5,1962.0,3.0,-1.0,-1.0,-1,0,0,-1,-1,-1,-1.0,0,326.0,1,37.0,1,256.0,4,1.0,1.0,-1,-1,-1,1,2.0,-1,-1,-1,-1.0,0,6,595000.0,-1.0,-1.0,114529.3125
10730,10730,10730,10730,10730,10730,10730,10730,10730,10730,10730,10730,10730,10730,10730,14563,20483150,2,2,6.0,2.0,5,426,1170,261.0,25.0,1,1,-1,20.0,1,1,-1.0,3.0,4.0,7.0,-1,0,1,-1,-1,-1,24.0,3,630.0,1,28.0,1,503.0,0,1.0,1.0,-1,-1,-1,-1,3.0,-1,-1,1,-1.0,0,3,850000.0,4.4056071,50.81492369999999,167253.375
10732,10732,10732,10732,10732,10732,10732,10732,10732,10732,10732,10732,10732,10732,10732,14567,20623629,1,1,2.0,1.0,5,455,1170,110.0,-1.0,-1,1,-1,-1.0,-1,3,1958.0,2.0,5.0,-1.0,1,1,2,-1,-1,-1,8.0,3,-1.0,1,33.0,-1,-1.0,0,-1.0,-1.0,-1,1,1,-1,1.0,-1,-1,1,6.0,1,2,495000.0,-1.0,-1.0,114987.15625
10733,10733,10733,10733,10733,10733,10733,10733,10733,10733,10733,10733,10733,10733,10733,14568,20605245,2,13,4.0,2.0,5,455,1170,195.0,-1.0,1,1,-1,-1.0,1,2,1970.0,2.0,3.0,6.0,-1,0,1,-1,-1,-1,16.0,1,1.0,1,-1.0,1,70.0,8,1.0,-1.0,-1,-1,1,-1,3.0,-1,1,1,1.0,1,2,799000.0,4.4224195,50.80309949999999,169792.1875
10735,10735,10735,10735,10735,10735,10735,10735,10735,10735,10735,10735,10735,10735,10735,14570,20630691,1,6,3.0,1.0,5,455,1170,175.0,-1.0,-1,1,-1,18.0,1,1,1890.0,2.0,1.0,7.0,-1,0,1,-1,-1,-1,18.0,7,-1.0,1,13.0,1,80.0,8,-1.0,-1.0,-1,-1,-1,1,2.0,-1,1,1,20.0,1,2,715000.0,4.4178652,50.795232,193757.75
10737,10737,10737,10737,10737,10737,10737,10737,10737,10737,10737,10737,10737,10737,10737,14572,20580432,2,2,2.0,1.0,5,455,1170,201.0,-1.0,-1,-1,-1,-1.0,-1,5,1929.0,2.0,3.0,-1.0,-1,0,1,-1,-1,-1,-1.0,2,-1.0,-1,-1.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,-1,2.0,-1,-1,1,-1.0,0,6,600000.0,4.402360799999999,50.8084122,170760.28125
10738,10738,10738,10738,10738,10738,10738,10738,10738,10738,10738,10738,10738,10738,10738,14573,20659762,2,2,3.0,1.0,5,455,1170,110.0,-1.0,-1,-1,-1,-1.0,-1,0,1922.0,2.0,-1.0,-1.0,-1,0,0,-1,-1,-1,-1.0,2,210.0,-1,-1.0,1,55.0,0,-1.0,-1.0,-1,-1,-1,-1,2.0,-1,-1,-1,-1.0,0,6,598000.0,-1.0,-1.0,165215.0625
10739,10739,10739,10739,10739,10739,10739,10739,10739,10739,10739,10739,10739,10739,10739,14574,20651340,1,5,3.0,2.0,5,1610,1170,125.0,-1.0,-1,-1,-1,-1.0,-1,0,2004.0,3.0,3.0,-1.0,-1,0,0,-1,-1,-1,-1.0,2,-1.0,1,35.0,-1,-1.0,0,2.0,-1.0,-1,-1,-1,-1,-1.0,-1,-1,1,20.0,5,1,635000.0,-1.0,-1.0,112278.4375
10748,10748,10748,10748,10748,10748,10748,10748,10748,10748,10748,10748,10748,10748,10748,14588,20252366,1,1,2.0,1.0,5,455,1170,95.0,-1.0,-1,-1,-1,-1.0,-1,0,2012.0,2.0,3.0,-1.0,-1,0,0,-1,-1,-1,-1.0,2,-1.0,1,25.0,1,50.0,8,2.0,-1.0,-1,-1,-1,-1,-1.0,-1,-1,1,25.0,1,1,575000.0,-1.0,-1.0,189916.40625
10755,10755,10755,10755,10755,10755,10755,10755,10755,10755,10755,10755,10755,10755,10755,14596,20193549,2,2,4.0,2.0,5,455,1170,170.0,-1.0,-1,-1,-1,-1.0,-1,0,1930.0,3.0,-1.0,-1.0,-1,0,0,-1,-1,-1,-1.0,2,365.0,-1,-1.0,1,150.0,0,1.0,-1.0,-1,-1,-1,1,-1.0,-1,-1,-1,-1.0,0,6,845000.0,-1.0,-1.0,286853.0625
10757,10757,10757,10757,10757,10757,10757,10757,10757,10757,10757,10757,10757,10757,10757,14599,20228622,2,2,5.0,2.0,5,455,1170,220.0,-1.0,-1,-1,-1,-1.0,-1,0,1920.0,2.0,-1.0,-1.0,-1,0,0,-1,-1,-1,-1.0,2,191.0,-1,-1.0,1,45.0,5,1.0,-1.0,-1,-1,-1,1,2.0,-1,-1,-1,-1.0,0,2,825000.0,-1.0,-1.0,201353.6875
10759,10759,10759,10759,10759,10759,10759,10759,10759,10759,10759,10759,10759,10759,10759,14602,20510828,2,2,3.0,2.0,5,455,1170,140.0,-1.0,-1,-1,-1,-1.0,-1,0,1950.0,3.0,-1.0,-1.0,-1,0,0,-1,-1,-1,-1.0,2,160.0,1,35.0,-1,-1.0,0,1.0,1.0,-1,-1,-1,-1,2.0,-1,-1,-1,-1.0,0,2,595000.0,-1.0,-1.0,108735.125
10760,10760,10760,10760,10760,10760,10760,10760,10760,10760,10760,10760,10760,10760,10760,14603,20068566,2,2,4.0,1.0,5,455,1170,220.0,-1.0,-1,-1,-1,-1.0,-1,0,1922.0,3.0,-1.0,-1.0,-1,0,0,-1,-1,-1,-1.0,0,590.0,-1,-1.0,1,240.0,0,1.0,-1.0,-1,-1,-1,1,-1.0,-1,-1,-1,-1.0,0,6,785000.0,-1.0,-1.0,208698.4375
10767,10767,10767,10767,10767,10767,10767,10767,10767,10767,10767,10767,10767,10767,10767,14611,20329950,2,2,4.0,2.0,5,455,1170,216.0,-1.0,1,-1,-1,-1.0,-1,1,2000.0,2.0,-1.0,-1.0,-1,1,1,-1,-1,1,48.0,2,420.0,1,32.0,1,300.0,1,-1.0,-1.0,-1,-1,-1,-1,3.0,-1,-1,1,8.0,6,1,845000.0,4.4228079,50.78872819999999,200470.9375
10772,10772,10772,10772,10772,10772,10772,10772,10772,10772,10772,10772,10772,10772,10772,14616,20648584,2,2,3.0,1.0,5,455,1170,150.0,-1.0,-1,-1,-1,18.0,1,1,1930.0,2.0,-1.0,-1.0,-1,0,1,-1,-1,-1,-1.0,0,135.0,1,13.0,-1,-1.0,0,1.0,1.0,-1,-1,-1,-1,-1.0,-1,-1,1,-1.0,0,6,525000.0,-1.0,-1.0,100004.5
10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,10780,14624,20597198,2,2,3.0,1.0,5,455,1170,119.0,-1.0,-1,-1,-1,-1.0,-1,3,1937.0,2.0,-1.0,-1.0,-1,0,1,-1,-1,-1,-1.0,0,135.0,1,25.0,1,18.0,0,-1.0,1.0,-1,-1,-1,1,1.0,-1,-1,1,34.0,0,2,579000.0,-1.0,-1.0,157500.46875
10782,10782,10782,10782,10782,10782,10782,10782,10782,10782,10782,10782,10782,10782,10782,14627,20635278,2,2,4.0,2.0,5,455,1170,232.0,-1.0,1,1,-1,-1.0,1,4,-1.0,2.0,-1.0,-1.0,-1,0,1,-1,1,-1,-1.0,2,-1.0,1,-1.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,-1,3.0,-1,-1,-1,-1.0,0,7,790000.0,-1.0,-1.0,117789.6875
10785,10785,10785,10785,10785,10785,10785,10785,10785,10785,10785,10785,10785,10785,10785,14634,20572754,2,2,6.0,-1.0,5,455,1170,350.0,-1.0,-1,-1,-1,-1.0,-1,5,1930.0,3.0,3.0,7.0,-1,1,0,-1,-1,-1,-1.0,0,940.0,-1,-1.0,1,440.0,5,1.0,5.0,-1,-1,-1,-1,4.0,-1,-1,-1,-1.0,0,6,895000.0,4.4102231,50.7951629,314970.75
10787,10787,10787,10787,10787,10787,10787,10787,10787,10787,10787,10787,10787,10787,10787,14636,20634310,2,2,4.0,1.0,5,455,1170,220.0,-1.0,-1,1,-1,-1.0,1,4,-1.0,4.0,5.0,-1.0,-1,0,1,-1,-1,-1,-1.0,0,240.0,1,-1.0,1,240.0,4,2.0,1.0,-1,-1,-1,1,2.0,-1,-1,1,17.0,2,5,999995.0,4.4044736,50.8073998,463286.375
10789,10789,10789,10789,10789,10789,10789,10789,10789,10789,10789,10789,10789,10789,10789,14638,20606789,1,1,1.0,-1.0,5,976,1170,65.0,-1.0,-1,1,-1,-1.0,-1,0,-1.0,-1.0,4.0,-1.0,1,0,0,-1,-1,-1,6.0,0,-1.0,1,28.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,-1,1.0,-1,-1,1,13.0,0,0,515000.0,4.4249642,50.8016674,213933.40625
10791,10791,10791,10791,10791,10791,10791,10791,10791,10791,10791,10791,10791,10791,10791,14641,20132494,1,1,4.0,2.0,5,455,1170,180.0,-1.0,-1,-1,-1,-1.0,-1,5,-1.0,2.0,10.0,-1.0,1,0,0,-1,-1,-1,-1.0,0,-1.0,-1,-1.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,-1,2.0,-1,-1,1,12.0,0,5,370000.0,4.426926,50.8094989,-232318.59375
10793,10793,10793,10793,10793,10793,10793,10793,10793,10793,10793,10793,10793,10793,10793,14644,20415345,2,2,2.0,-1.0,5,455,1170,120.0,-1.0,-1,-1,1,-1.0,-1,3,1920.0,3.0,3.0,-1.0,-1,0,1,-1,-1,-1,10.0,7,300.0,-1,-1.0,1,1.0,5,-1.0,-1.0,-1,-1,-1,-1,1.0,-1,-1,1,1.0,0,6,780000.0,-1.0,-1.0,384060.09375
10796,10796,10796,10796,10796,10796,10796,10796,10796,10796,10796,10796,10796,10796,10796,14649,20126128,1,1,2.0,1.0,5,976,1170,165.0,-1.0,-1,-1,-1,-1.0,-1,2,1997.0,-1.0,-1.0,-1.0,-1,0,0,-1,-1,-1,-1.0,2,-1.0,-1,-1.0,-1,-1.0,0,2.0,-1.0,-1,-1,-1,-1,2.0,-1,-1,-1,-1.0,0,5,695000.0,-1.0,-1.0,259840.40625
10799,10799,10799,10799,10799,10799,10799,10799,10799,10799,10799,10799,10799,10799,10799,14652,20195848,1,6,3.0,2.0,5,425,1120,105.0,-1.0,-1,1,-1,-1.0,-1,5,1973.0,3.0,4.0,-1.0,1,1,0,-1,-1,-1,8.0,4,-1.0,1,36.0,-1,-1.0,0,1.0,-1.0,-1,-1,1,-1,1.0,-1,-1,1,9.0,0,3,239000.0,4.3834788,50.9000712,-256104.015625
10801,10801,10801,10801,10801,10801,10801,10801,10801,10801,10801,10801,10801,10801,10801,14655,20252615,2,2,4.0,2.0,5,2,1120,195.0,-1.0,-1,-1,-1,-1.0,-1,2,2002.0,2.0,-1.0,-1.0,-1,0,1,-1,-1,1,-1.0,2,300.0,1,71.0,1,197.0,0,1.0,2.0,-1,-1,1,1,2.0,-1,-1,1,13.0,1,1,489000.0,4.3895355,50.8982317,-183764.78125
10803,10803,10803,10803,10803,10803,10803,10803,10803,10803,10803,10803,10803,10803,10803,14657,20586127,1,1,3.0,2.0,5,2,1120,100.0,-1.0,-1,1,-1,-1.0,-1,1,1979.0,4.0,4.0,-1.0,1,0,1,-1,-1,-1,8.0,4,-1.0,1,36.0,-1,-1.0,0,-1.0,-1.0,-1,-1,1,-1,2.0,-1,-1,1,11.0,6,1,299000.0,4.3839486,50.9003303,-175013.1875
10817,10817,10817,10817,10817,10817,10817,10817,10817,10817,10817,10817,10817,10817,10817,14672,20640504,2,2,5.0,3.0,5,425,1120,235.0,-1.0,-1,1,-1,-1.0,-1,0,1900.0,2.0,2.0,-1.0,-1,0,1,-1,-1,-1,-1.0,1,351.0,-1,-1.0,1,150.0,6,1.0,-1.0,-1,-1,-1,-1,3.0,-1,-1,1,31.0,5,6,525000.0,-1.0,-1.0,-178285.3125
10828,10828,10828,10828,10828,10828,10828,10828,10828,10828,10828,10828,10828,10828,10828,14690,20295690,2,2,6.0,1.0,5,12,1120,364.0,-1.0,-1,1,-1,-1.0,1,1,1983.0,2.0,5.0,7.0,-1,0,3,-1,1,-1,16.0,2,319.0,1,65.0,-1,-1.0,0,15.0,-1.0,-1,-1,1,1,4.0,-1,1,1,16.0,4,3,795000.0,4.390283800000001,50.8933255,127428.6875
10831,10831,10831,10831,10831,10831,10831,10831,10831,10831,10831,10831,10831,10831,10831,14693,20537937,2,2,3.0,1.0,5,2,1120,129.0,-1.0,-1,-1,-1,11.0,1,3,1920.0,3.0,2.0,-1.0,-1,1,0,1,-1,1,10.0,2,700.0,1,17.0,1,600.0,0,1.0,2.0,-1,-1,-1,1,2.0,-1,-1,1,75.0,6,3,395000.0,-1.0,-1.0,-181489.21875
10835,10835,10835,10835,10835,10835,10835,10835,10835,10835,10835,10835,10835,10835,10835,14697,20159124,1,1,3.0,2.0,5,1613,1120,125.0,-1.0,-1,-1,-1,-1.0,-1,1,2022.0,2.0,7.0,-1.0,1,0,0,-1,-1,-1,-1.0,0,-1.0,-1,-1.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,-1,-1.0,-1,-1,1,20.0,0,0,372800.0,4.3789931,50.8884803,-126900.65625
10839,10839,10839,10839,10839,10839,10839,10839,10839,10839,10839,10839,10839,10839,10839,14704,20185249,2,2,4.0,2.0,5,2,1120,190.0,-1.0,-1,-1,-1,-1.0,-1,5,-1.0,3.0,3.0,-1.0,-1,1,1,-1,-1,-1,-1.0,4,285.0,-1,-1.0,1,120.0,0,-1.0,-1.0,-1,-1,-1,-1,2.0,-1,-1,1,-1.0,6,6,239000.0,-1.0,-1.0,-520000.1875
10840,10840,10840,10840,10840,10840,10840,10840,10840,10840,10840,10840,10840,10840,10840,14705,20477456,2,2,3.0,3.0,5,425,1120,190.0,-1.0,-1,1,-1,13.0,1,1,1926.0,2.0,3.0,-1.0,-1,1,1,-1,-1,-1,18.0,2,-1.0,1,34.0,1,65.0,0,-1.0,-1.0,-1,-1,-1,-1,4.0,-1,-1,1,21.0,0,0,425000.0,-1.0,-1.0,-217050.5
10841,10841,10841,10841,10841,10841,10841,10841,10841,10841,10841,10841,10841,10841,10841,14706,20062055,1,1,2.0,1.0,5,1613,1120,94.0,-1.0,-1,-1,-1,-1.0,-1,1,2023.0,2.0,4.0,-1.0,1,0,0,-1,-1,-1,-1.0,0,-1.0,-1,-1.0,1,10.0,0,-1.0,-1.0,-1,-1,-1,-1,-1.0,-1,-1,1,8.0,0,0,279000.0,4.3739618,50.8945488,-100936.625
10854,10854,10854,10854,10854,10854,10854,10854,10854,10854,10854,10854,10854,10854,10854,14720,20139400,2,2,3.0,1.0,5,12,1120,175.0,-1.0,1,1,-1,16.0,1,2,1933.0,2.0,2.0,6.0,-1,0,1,-1,-1,-1,12.0,2,242.0,1,18.0,1,35.0,2,-1.0,-1.0,-1,-1,1,-1,3.0,-1,-1,-1,-1.0,0,6,349900.0,4.379754999999999,50.8960433,-214353.5
10856,10856,10856,10856,10856,10856,10856,10856,10856,10856,10856,10856,10856,10856,10856,14722,11209317,2,2,5.0,2.0,5,425,1120,380.0,-1.0,-1,-1,-1,-1.0,-1,3,-1.0,2.0,3.0,-1.0,-1,0,0,-1,-1,-1,-1.0,0,-1.0,-1,-1.0,1,40.0,0,1.0,-1.0,-1,-1,-1,-1,-1.0,-1,-1,1,20.0,0,0,799000.0,4.373921699999999,50.890774,132649.3125
10857,10857,10857,10857,10857,10857,10857,10857,10857,10857,10857,10857,10857,10857,10857,14725,20500400,2,2,5.0,5.0,5,26,1210,270.0,-1.0,-1,1,-1,-1.0,1,5,1890.0,2.0,3.0,-1.0,-1,0,1,-1,-1,-1,-1.0,1,203.0,-1,-1.0,1,80.0,0,-1.0,-1.0,-1,-1,1,1,5.0,-1,-1,1,8.0,0,3,495000.0,4.3706835,50.8533663,-241334.59375
10861,10861,10861,10861,10861,10861,10861,10861,10861,10861,10861,10861,10861,10861,10861,14732,20596331,1,5,3.0,2.0,5,26,1210,115.0,-1.0,-1,-1,-1,-1.0,-1,1,2005.0,2.0,3.0,-1.0,-1,0,0,-1,-1,-1,-1.0,0,-1.0,-1,-1.0,-1,-1.0,0,-1.0,-1.0,-1,1,1,-1,-1.0,-1,-1,1,-1.0,5,1,375000.0,4.3639977,50.85635079999999,-113125.875
10864,10864,10864,10864,10864,10864,10864,10864,10864,10864,10864,10864,10864,10864,10864,14735,20650350,2,7,6.0,3.0,5,26,1210,404.0,-1.0,-1,1,-1,-1.0,-1,3,1850.0,2.0,3.0,7.0,-1,1,1,-1,1,-1,20.0,3,220.0,1,50.0,1,110.0,0,-1.0,-1.0,-1,-1,1,-1,4.0,-1,-1,1,8.0,0,3,935000.0,-1.0,-1.0,130081.9375
10865,10865,10865,10865,10865,10865,10865,10865,10865,10865,10865,10865,10865,10865,10865,14738,20505459,1,1,1.0,1.0,5,26,1210,61.0,-1.0,-1,-1,-1,-1.0,-1,3,2023.0,2.0,6.0,-1.0,1,1,0,1,-1,1,-1.0,3,-1.0,1,61.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,-1,1.0,-1,-1,1,9.0,0,7,289000.0,4.353973799999999,50.8561583,-128110.0
10867,10867,10867,10867,10867,10867,10867,10867,10867,10867,10867,10867,10867,10867,10867,14741,20234359,1,4,3.0,1.0,5,26,1210,150.0,-1.0,-1,-1,-1,-1.0,-1,1,-1.0,3.0,4.0,-1.0,-1,1,0,-1,-1,-1,-1.0,3,-1.0,1,50.0,-1,-1.0,0,-1.0,-1.0,-1,-1,1,-1,2.0,-1,-1,-1,-1.0,0,2,350000.0,4.3739497,50.8494544,-145107.75
10868,10868,10868,10868,10868,10868,10868,10868,10868,10868,10868,10868,10868,10868,10868,14742,20596824,2,2,5.0,3.0,5,999,1210,242.0,-1.0,-1,1,-1,-1.0,-1,0,-1.0,-1.0,3.0,-1.0,-1,0,0,-1,-1,-1,-1.0,4,120.0,1,40.0,1,40.0,8,-1.0,-1.0,-1,-1,-1,-1,3.0,-1,-1,-1,-1.0,0,0,425000.0,4.3762953,50.8562744,-260315.28125
10873,10873,10873,10873,10873,10873,10873,10873,10873,10873,10873,10873,10873,10873,10873,14752,20554565,1,1,3.0,2.0,5,999,1210,112.0,-1.0,-1,1,-1,-1.0,-1,1,2004.0,-1.0,3.0,-1.0,1,0,1,-1,-1,-1,9.0,0,-1.0,1,34.0,-1,-1.0,0,1.0,-1.0,-1,-1,-1,-1,2.0,-1,-1,1,5.0,0,1,345000.0,-1.0,-1.0,-110226.875
10874,10874,10874,10874,10874,10874,10874,10874,10874,10874,10874,10874,10874,10874,10874,14753,20451089,1,3,1.0,1.0,5,26,1210,57.0,-1.0,-1,-1,-1,-1.0,-1,1,1970.0,-1.0,23.0,-1.0,-1,0,1,-1,-1,-1,-1.0,2,-1.0,-1,-1.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,-1,1.0,-1,-1,-1,-1.0,0,6,139000.0,4.3758664,50.8494105,-100536.65625
10878,10878,10878,10878,10878,10878,10878,10878,10878,10878,10878,10878,10878,10878,10878,14760,20612666,1,1,2.0,1.0,5,26,1210,106.0,8.0,-1,-1,-1,10.0,1,1,1940.0,-1.0,3.0,-1.0,-1,0,1,-1,-1,-1,-1.0,2,-1.0,1,35.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,-1,1.0,-1,-1,-1,-1.0,0,0,215000.0,4.3691559,50.8569219,-131708.859375
10885,10885,10885,10885,10885,10885,10885,10885,10885,10885,10885,10885,10885,10885,10885,14772,20568796,1,1,2.0,2.0,5,34,1210,69.0,-1.0,-1,-1,-1,-1.0,-1,1,1999.0,2.0,3.0,-1.0,1,0,1,-1,-1,-1,7.0,3,-1.0,1,11.0,-1,-1.0,0,-1.0,-1.0,-1,-1,1,-1,1.0,-1,-1,1,3.0,0,3,259000.0,4.357963900000001,50.8575033,-141043.078125
10899,10899,10899,10899,10899,10899,10899,10899,10899,10899,10899,10899,10899,10899,10899,14788,20443188,1,5,1.0,1.0,5,26,1210,50.0,-1.0,-1,-1,-1,-1.0,-1,2,1954.0,-1.0,5.0,-1.0,1,1,1,-1,-1,-1,-1.0,1,-1.0,-1,-1.0,-1,-1.0,0,-1.0,-1.0,-1,-1,1,-1,1.0,-1,-1,1,9.0,0,6,145000.0,4.3707684,50.8515368,-107304.125
10904,10904,10904,10904,10904,10904,10904,10904,10904,10904,10904,10904,10904,10904,10904,14798,20516445,1,1,2.0,1.0,5,26,1210,76.0,-1.0,-1,-1,-1,-1.0,-1,2,-1.0,2.0,3.0,-1.0,-1,0,0,-1,-1,-1,-1.0,0,-1.0,-1,-1.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,-1,-1.0,-1,-1,1,3.0,0,0,190000.0,4.3759818,50.8539652,-137292.203125
10906,10906,10906,10906,10906,10906,10906,10906,10906,10906,10906,10906,10906,10906,10906,14800,20586164,2,2,7.0,3.0,5,26,1210,170.0,-1.0,-1,1,-1,-1.0,-1,5,1908.0,2.0,3.0,-1.0,-1,0,1,-1,-1,-1,-1.0,0,60.0,-1,-1.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,-1,3.0,-1,-1,-1,-1.0,0,3,400000.0,-1.0,-1.0,-179402.1875
10919,10919,10919,10919,10919,10919,10919,10919,10919,10919,10919,10919,10919,10919,10919,14817,20592432,2,2,4.0,1.0,23,987,1332,246.0,-1.0,-1,1,-1,-1.0,-1,5,1900.0,3.0,2.0,-1.0,-1,0,1,-1,-1,-1,12.0,2,541.0,1,36.0,-1,-1.0,0,-1.0,-1.0,-1,-1,-1,-1,2.0,-1,-1,1,-1.0,0,6,720000.0,-1.0,-1.0,400044.84375
10921,10921,10921,10921,10921,10921,10921,10921,10921,10921,10921,10921,10921,10921,10921,14820,20365260,2,2,3.0,2.0,23,987,1332,185.0,-1.0,-1,1,-1,-1.0,-1,3,2016.0,4.0,1.0,-1.0,-1,0,0,1,-1,-1,-1.0,3,758.0,-1,-1.0,1,758.0,0,-1.0,3.0,-1,-1,1,1,-1.0,-1,-1,1,50.0,1,4,745000.0,-1.0,-1.0,167135.75
10923,10923,10923,10923,10923,10923,10923,10923,10923,10923,10923,10923,10923,10923,10923,14822,20392789,2,2,2.0,1.0,23,1618,1332,110.0,-1.0,-1,1,-1,23.0,1,3,1938.0,3.0,2.0,-1.0,-1,0,2,-1,1,-1,-1.0,0,769.0,-1,-1.0,-1,-1.0,0,-1.0,3.0,-1,-1,-1,1,2.0,-1,-1,1,30.0,1,1,525000.0,-1.0,-1.0,151537.21875
